Sr_No,Date,Startup_Name,Industry_Vertical,City,Investors_Name,InvestmentnType,Amount_in_USD
3222,16/05/2016,Smartivity,eCommerce,Delhi,AdvantEdge Partners,Private Equity,1000000.0
3223,16/05/2016,BedBathMore,Consumer Internet,Mumbai,Kinnevik Group,Private Equity,0.0
3224,16/05/2016,BedBathMore,Consumer Internet,Mumbai,Rocket Internet,Private Equity,0.0
3225,17/05/2016,Murgency,Consumer Internet,Mumbai,Rata Tata,Private Equity,0.0
3226,17/05/2016,Crownit,Consumer Internet,Gurgaon,Undisclosed investors,Private Equity,0.0
3227,17/05/2016,Crownit,Consumer Internet,Gurgaon,Accel Partners,Private Equity,0.0
3228,17/05/2016,Crownit,Consumer Internet,Gurgaon,Helion Venture Partners,Private Equity,0.0
3229,17/05/2016,Blinge,eCommerce,Mumbai,Anupam Mittal,Seed Funding,0.0
3230,17/05/2016,Blinge,eCommerce,Mumbai,Anuj Srivastava,Seed Funding,0.0
3231,17/05/2016,Blinge,eCommerce,Mumbai,Ankit Nagori,Seed Funding,0.0
3232,18/05/2016,TheSmartQ,Consumer Internet,Bangalore,YourNest Angel Fund,Seed Funding,250000.0
3233,18/05/2016,PurpleHealth,Consumer Internet,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0
3234,18/05/2016,Fundamentor,Education,Pune,Subramanya SV,Seed Funding,0.0
3235,18/05/2016,EduPristine,Education,Mumbai,Kaizen Management Advisors,Private Equity,10000000.0
3236,18/05/2016,EduPristine,Education,Mumbai,DeVry Inc,Private Equity,10000000.0
3237,18/05/2016,BhiveWorkspace,Reality,Bangalore,Blume Ventures,Private Equity,1000000.0
3238,18/05/2016,Parentlane,Consumer Internet,Bangalore,Sujeet Kumar,Seed Funding,0.0
3239,18/05/2016,Parentlane,Consumer Internet,Bangalore,Aprameya,Seed Funding,0.0
3240,18/05/2016,Parentlane,Consumer Internet,Bangalore,Sumit Jain,Seed Funding,0.0
3241,18/05/2016,Parentlane,Consumer Internet,Bangalore,Subramanya Venkat,Seed Funding,0.0
3242,18/05/2016,Parentlane,Consumer Internet,Bangalore,Venk,Seed Funding,0.0
3243,18/05/2016,Parentlane,Consumer Internet,Bangalore,Ravi Machani,Seed Funding,0.0
3244,18/05/2016,Parentlane,Consumer Internet,Bangalore,Hitesh Gupta,Seed Funding,0.0
3245,18/05/2016,Parentlane,Consumer Internet,Bangalore,Rohit Choudhary,Seed Funding,0.0
3246,19/05/2016,Appie,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,1000000.0
3247,19/05/2016,Niki.ai,Technology,Bangalore,Ratan Tata,Private Equity,0.0
3248,19/05/2016,TaxiVaxi,Consumer Internet,New Delhi,Undisclosed HNIs,Seed Funding,500000.0
3249,19/05/2016,Veqta,Consumer Internet,New Delhi,Chatsworth Management,Seed Funding,500000.0
3250,19/05/2016,Veqta,Consumer Internet,New Delhi,ITW Digital,Seed Funding,500000.0
3251,20/05/2016,i2ifunding,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,300000.0
3252,23/05/2016,EduRev,Consumer Internet,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,0.0
3253,23/05/2016,Hoppingo,Consumer Internet,New Delhi,vCommission,Seed Funding,89000.0
3254,24/05/2016,Eatonomist,Consumer Internet,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,0.0
3255,24/05/2016,Goalwise,Consumer Internet,Bangalore,Undisclosed HNIs,Seed Funding,1000000.0
3256,25/05/2016,Roast,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,0.0
3257,25/05/2016,Address Health,Healthcare,Bangalore,Gray Matters Capital,Private Equity,1500000.0
3258,25/05/2016,Arcatron Mobility,Technology,Pune,Sudhir Mehta,Seed Funding,100000.0
3259,25/05/2016,SheThePeople,Consumer Internet,New Delhi,Anand Mahindra,Seed Funding,0.0
3260,26/05/2016,Cleartax,Consumer Internet,Bangalore,FF Angel,Private Equity,2000000.0
3261,26/05/2016,Cleartax,Consumer Internet,Bangalore,Sequoia Capital,Private Equity,2000000.0
3262,26/05/2016,Consure Medical,Healthcare,New Delhi,Accel Partners,Private Equity,0.0
3263,26/05/2016,Consure Medical,Healthcare,New Delhi,Indian Angel Network,Private Equity,0.0
3264,26/05/2016,Consure Medical,Healthcare,New Delhi,India Innovation Fund India Venture Partners,Private Equity,0.0
3265,26/05/2016,mChamp,Consumer Internet,New Delhi,MoMagic Technologies,Seed Funding,475000.0
3266,27/05/2016,Pianta,Consumer Internet,Bangalore,Kunal Shah,Seed Funding,0.0
3267,27/05/2016,Pianta,Consumer Internet,Bangalore,Sandeep Tandon,Seed Funding,0.0
3268,30/05/2016,Vahanalytics,Technology,Mumbai,Anirudh Damani,Seed Funding,200000.0
3269,30/05/2016,Vahanalytics,Technology,Mumbai,Vikram Lakhotia,Seed Funding,200000.0
3270,31/05/2016,Play Your Sport,Consumer Internet,New Delhi,Ashish Gupta  other undisclosed investors,Seed Funding,0.0
3271,31/05/2016,Koovs,eCommerce,New Delhi,HT Media Ltd,Private Equity,4400000.0
3272,31/05/2016,CCavenue,Consumer Internet,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0
3273,31/05/2016,1mg,eCommerce,Gurgaon,HBM Healthcare Investments,Private Equity,0.0
3274,31/05/2016,Tpot,Food & Beverage,Gurgaon,Ashish Gupta,Seed Funding,0.0
3275,31/05/2016,MachaDalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,175000.0
3276,01/04/2016,Dil Mil,Consumer Internet,Sfo,Nelstone Ventures,Private Equity,2700000.0
3277,01/04/2016,Dil Mil,Consumer Internet,Sfo,Transmedia Capital,Private Equity,2700000.0
3278,01/04/2016,Dil Mil,Consumer Internet,Sfo,Maiden Lane Ventures,Private Equity,2700000.0
3279,01/04/2016,Dil Mil,Consumer Internet,Sfo,CSC Upshot & Angel investors,Private Equity,2700000.0
3280,01/04/2016,PicsDream,Consumer Internet,Delhi,Raman Roy,Seed Funding,0.0
3281,01/04/2016,Process 9,Consumer Internet,Gurgaon,Indian Angel Network,Seed Funding,0.0
3282,01/04/2016,Process 9,Consumer Internet,Gurgaon,Alok Sharma,Seed Funding,0.0
3283,01/04/2016,Process 9,Consumer Internet,Gurgaon,Kris Gopalakrishnan,Seed Funding,0.0
3284,01/04/2016,Process 9,Consumer Internet,Gurgaon,Saurabh Srivastava,Seed Funding,0.0
3285,01/04/2016,Process 9,Consumer Internet,Gurgaon,Ajai Chowdhry,Seed Funding,0.0
3286,04/04/2016,Housing,Consumer Internet,Mumbai,Vineet Singh,Private Equity,0.0
3287,04/04/2016,Roll Mafia,Food & Beverage,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,0.0
3288,04/04/2016,Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,25000000.0
3289,04/04/2016,Highway Delite,Consumer Internet,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,0.0
3290,05/04/2016,Cult Fitness,Healthcare,Bangalore,Mukesh Bansal,Seed Funding,0.0
3291,05/04/2016,Haptik,Technology,Mumbai,Times Internet Ltd,Private Equity,0.0
3292,05/04/2016,Servify,Consumer Internet,Mumbai,Blume Ventures,Private Equity,0.0
3293,05/04/2016,Servify,Consumer Internet,Mumbai,Barkawi Holdings GmbH,Private Equity,0.0
3294,05/04/2016,Servify,Consumer Internet,Mumbai,TM Service Technology Holdings GmbH,Private Equity,0.0
3295,06/04/2016,Shipsy,Logistics,Gurgaon,DTDC Express Ltd,Private Equity,1000000.0
3296,06/04/2016,gear6,Consumer Internet,Bangalore,Ninestarter,Seed Funding,500000.0
3297,06/04/2016,MyGlamm,Consumer Internet,Mumbai,LOccitane,Private Equity,6000000.0
3298,06/04/2016,Petoo,Consumer Internet,Bangalore,Axilor Ventures,Private Equity,1000000.0
3299,07/04/2016,Truly Social,Consumer Internet,London,Nazara Technologies Pvt Ltd,Private Equity,0.0
3300,08/04/2016,Little Black Book,Consumer Internet,New Delhi,IDG,Seed Funding,0.0
3301,08/04/2016,Little Black Book,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,0.0
3302,08/04/2016,Vahan,Education,Chennai,Villgro,Seed Funding,0.0
3303,08/04/2016,imedilane,Consumer Internet,New Delhi,Mahendra Patel,Seed Funding,40000.0
3304,08/04/2016,imedilane,Consumer Internet,New Delhi,Nilender Chauhan,Seed Funding,40000.0
3305,11/04/2016,Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed Funding,200000.0
3306,11/04/2016,Vegfru,eCommerce,New Delhi,Wingify,Seed Funding,0.0
3307,11/04/2016,Oyo,Consumer Internet,New Delhi,Softbank,Private Equity,100000000.0
3308,11/04/2016,Oyo,Consumer Internet,New Delhi,Sequoia Capital,Private Equity,100000000.0
3309,11/04/2016,Oyo,Consumer Internet,New Delhi,Lightspeed Venture Partners,Private Equity,100000000.0
3310,11/04/2016,Oyo,Consumer Internet,New Delhi,Greenoaks Capital,Private Equity,100000000.0
3311,11/04/2016,Oyo,Consumer Internet,New Delhi,DSG Consumer Partners  Venture Nursery,Private Equity,100000000.0
3312,11/04/2016,PriceRaja,Consumer Internet,Gurgaon,Prashant Puri,Seed Funding,300000.0
3313,12/04/2016,MagicX,Consumer Internet,Bangalore,Kris Gopalakrishnan,Seed Funding,1000000.0
3314,12/04/2016,MagicX,Consumer Internet,Bangalore,Dr. Ranjan Pai,Seed Funding,1000000.0
3315,12/04/2016,Happydemic,Consumer Internet,Mumbai,Shaan,Seed Funding,0.0
3316,12/04/2016,LenDenClub,Finance,Mumbai,Anirudh Damani,Seed Funding,0.0
3317,12/04/2016,LenDenClub,Finance,Mumbai,Daud Ali,Seed Funding,0.0
3318,12/04/2016,LenDenClub,Finance,Mumbai,Narendra Karnavat,Seed Funding,0.0
3319,12/04/2016,LenDenClub,Finance,Mumbai,Vikas Kapoor,Seed Funding,0.0
3320,12/04/2016,LenDenClub,Finance,Mumbai,Vikram Lakhotia,Seed Funding,0.0
3321,12/04/2016,LenDenClub,Finance,Mumbai,Krishna Jhunjhunwaala,Seed Funding,0.0
3322,12/04/2016,LenDenClub,Finance,Mumbai,Jayesh Shah,Seed Funding,0.0
3323,13/04/2016,Legalraasta,Consumer Internet,New Delhi,Pravin Khandelwal,Seed Funding,1000000.0
3324,13/04/2016,Legalraasta,Consumer Internet,New Delhi,Yatin Kumar Jain,Seed Funding,1000000.0
3325,13/04/2016,RainCan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0
3326,13/04/2016,Hippily,eCommerce,Mumbai,Dr. Sridhar Ramaswamy,Seed Funding,250000.0
3327,13/04/2016,Hippily,eCommerce,Mumbai,Rakesh Mathur,Seed Funding,250000.0
3328,13/04/2016,kredX,eCommerce,Bangalore,Prime Venture Partners,Seed Funding,750000.0
3330,14/04/2016,Wedwise,Consumer Internet,New Delhi,StartUp Equity Partners,Seed Funding,0.0
3331,14/04/2016,BeaconsTalk,Technology,Mumbai,Rajeev Agrawal,Seed Funding,100000.0
3332,14/04/2016,BeaconsTalk,Technology,Mumbai,Prashant Gooty,Seed Funding,100000.0
3333,15/04/2016,Deal 4Loans,Consumer Internet,Noida,Ram Shriram,Seed Funding,0.0
3334,15/04/2016,Deal 4Loans,Consumer Internet,Noida,Neeraj Arora,Seed Funding,0.0
3335,15/04/2016,Deal 4Loans,Consumer Internet,Noida,Puru Vashishtha,Seed Funding,0.0
3336,15/04/2016,RenewBuy,Consumer Internet,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.0
3337,15/04/2016,Blue Box Media,Consumer Internet,Jaipur,Mahavir Pratap Sharma,Seed Funding,0.0
3338,15/04/2016,Blue Box Media,Consumer Internet,Jaipur,Ajay Data,Seed Funding,0.0
3339,15/04/2016,Blue Box Media,Consumer Internet,Jaipur,Yogesh Chaudhary,Seed Funding,0.0
3340,15/04/2016,Blue Box Media,Consumer Internet,Jaipur,Sanjay Phophaliya,Seed Funding,0.0
3341,15/04/2016,Blue Box Media,Consumer Internet,Jaipur,Siddharth Agarwal,Seed Funding,0.0
3342,15/04/2016,Blue Box Media,Consumer Internet,Jaipur,Kamal Kothari,Seed Funding,0.0
3343,15/04/2016,Vyomo,Consumer Internet,New Delhi,Naturals Salon Chain,Private Equity,15000000.0
3344,15/04/2016,Organicshop,eCommerce,Jaipur,Vivek Nathani,Seed Funding,0.0
3345,15/04/2016,Organicshop,eCommerce,Jaipur,Yogesh Chaudhary,Seed Funding,0.0
3346,15/04/2016,Organicshop,eCommerce,Jaipur,Mahavir Pratap Sharma,Seed Funding,0.0
3347,15/04/2016,Organicshop,eCommerce,Jaipur,Kamal Kothari,Seed Funding,0.0
3348,15/04/2016,Organicshop,eCommerce,Jaipur,H C Jain,Seed Funding,0.0
3349,15/04/2016,MInd Your Fleet,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,0.0
3350,15/04/2016,NestAway,Consumer Internet,Bangalore,Tiger Global,Private Equity,30000000.0
3351,15/04/2016,Tapchief,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000.0
3352,18/04/2016,Rapido,Consumer Internet,Bangalore,Pawan Munjal,Private Equity,0.0
3353,18/04/2016,Rapido,Consumer Internet,Bangalore,AdvantEdge Partners,Private Equity,0.0
3354,18/04/2016,Rapido,Consumer Internet,Bangalore,Astarc Ventures,Private Equity,0.0
3355,18/04/2016,Yufta,eCommerce,Bangalore,Ajay Data & other HNIs,Seed Funding,0.0
3356,18/04/2016,Smytten,eCommerce,Gurgaon,Rajan Anandan,Seed Funding,0.0
3357,18/04/2016,Houssup,Consumer Internet,Jaipur,Mitin Patel,Seed Funding,0.0
3358,18/04/2016,Houssup,Consumer Internet,Jaipur,Gaurav Agarwal,Seed Funding,0.0
3359,18/04/2016,Jugnoo,Consumer Internet,Chandigarh,Paytm & existing investors,Private Equity,10000000.0
3360,18/04/2016,Tork Motocycles,Auto,Pune,Bhavish Aggarwal,Seed Funding,0.0
3361,18/04/2016,Tork Motocycles,Auto,Pune,Ankit Bhati,Seed Funding,0.0
3362,19/04/2016,Betaout,eCommerce,Noida,Stanford Angels,Private Equity,1500000.0
3363,19/04/2016,Betaout,eCommerce,Noida,LetsVenture,Private Equity,1500000.0
3364,19/04/2016,Betaout,eCommerce,Noida,Chennai Angels,Private Equity,1500000.0
3365,19/04/2016,Betaout,eCommerce,Noida,Hyderabad Angels,Private Equity,1500000.0
3366,19/04/2016,Betaout,eCommerce,Noida,Mumbai Angels,Private Equity,1500000.0
3367,19/04/2016,DriversCart,Consumer Internet,Chennai,ah! Ventures,Seed Funding,450000.0
3368,19/04/2016,LensKart,eCommerce,New Delhi,Ratan Tata,Private Equity,0.0
3369,19/04/2016,CollegeDekho,Consumer Internet,New Delhi,Man Capital,Private Equity,2000000.0
3370,19/04/2016,OYOfit,Consumer Internet,Bangalore,RN Agarwal,Seed Funding,0.0
3371,19/04/2016,Oliveboard,Consumer Internet,Bangalore,India Educational Investment Fund,Private Equity,0.0
3372,19/04/2016,Simplilearn,Consumer Internet,Bangalore,Brand Capital,Private Equity,0.0
3373,20/04/2016,1mg,eCommerce,Gurgaon,Maverick Capital Ventures,Private Equity,15000000.0
3374,20/04/2016,1mg,eCommerce,Gurgaon,Sequoia Capital,Private Equity,15000000.0
3375,20/04/2016,1mg,eCommerce,Gurgaon,Omidyar Network,Private Equity,15000000.0
3376,20/04/2016,Fashalot,Consumer Internet,New Delhi,YourNest Angel Fund,Seed Funding,0.0
3377,20/04/2016,Fashalot,Consumer Internet,New Delhi,Rajul Garg,Seed Funding,0.0
3378,20/04/2016,Broomberg,Consumer Internet,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,0.0
3379,21/04/2016,m.paani,Consumer Internet,Mumbai,Blume Ventures,Seed Funding,0.0
3380,21/04/2016,m.paani,Consumer Internet,Mumbai,Adil Allana,Seed Funding,0.0
3381,21/04/2016,m.paani,Consumer Internet,Mumbai,Aprameya Radhakrishna,Seed Funding,0.0
3382,21/04/2016,m.paani,Consumer Internet,Mumbai,Gautam Ivatury,Seed Funding,0.0
3383,21/04/2016,m.paani,Consumer Internet,Mumbai,Signal Point Partners,Seed Funding,0.0
3384,21/04/2016,Yufta,eCommerce,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,0.0
3385,21/04/2016,mishTag,Consumer Internet,New Delhi,M&Y Partners,Seed Funding,0.0
3386,21/04/2016,mishTag,Consumer Internet,New Delhi,SVG Media,Seed Funding,0.0
3387,21/04/2016,mishTag,Consumer Internet,New Delhi,Anthil Ventures & others,Seed Funding,0.0
3388,21/04/2016,Advanced Structures India,Auto,Bangalore,GirnarSoft,Private Equity,0.0
3389,22/04/2016,Licious,eCommerce,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000.0
3390,22/04/2016,Knolskae,Consumer Internet,Bangalore,Inventus Capital Partners,Private Equity,0.0
3391,22/04/2016,Knolskae,Consumer Internet,Bangalore,HR Fund,Private Equity,0.0
3392,22/04/2016,Druva,Technology,Pune,NTT Finance,Private Equity,0.0
3393,22/04/2016,Druva,Technology,Pune,Telephone Corporation,Private Equity,0.0
3394,22/04/2016,TOKO Innovation Studios,Consumer Internet,New Delhi,Indian Angel network,Seed Funding,450000.0
3395,25/04/2016,Commut,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,200000.0
3396,25/04/2016,intouchapp,Consumer Internet,Pune,Blume Ventures,Seed Funding,0.0
3397,25/04/2016,Dropkaffe,Food & Beverage,Bangalore,GrowthStory,Seed Funding,550000.0
3398,25/04/2016,Dropkaffe,Food & Beverage,Bangalore,Apurva Salapuria,Seed Funding,550000.0
3399,25/04/2016,Dropkaffe,Food & Beverage,Bangalore,Hitesh Oberoi,Seed Funding,550000.0
3400,25/04/2016,Dropkaffe,Food & Beverage,Bangalore,Sidharth Pansari,Seed Funding,550000.0
3401,25/04/2016,Dropkaffe,Food & Beverage,Bangalore,Nirupa Shankar,Seed Funding,550000.0
3402,26/04/2016,Transerv,Consumer Internet,Mumbai,IDFC SPICE Fund,Private Equity,15000000.0
3403,26/04/2016,Transerv,Consumer Internet,Mumbai,Micromax Informatics,Private Equity,15000000.0
3404,26/04/2016,ClearTax,Consumer Internet,Bangalore,Max Levchin,Private Equity,1300000.0
3405,26/04/2016,ClearTax,Consumer Internet,Bangalore,Scott Banister,Private Equity,1300000.0
3406,26/04/2016,Roposo,eCommerce,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0
3407,27/04/2016,MilkBasket,Consumer Internet,Gurgaon,EVC Ventures,Seed Funding,500000.0
3408,27/04/2016,RailYatri,Consumer Internet,Noida,Nandan Nilekani,Private Equity,0.0
3409,27/04/2016,RailYatri,Consumer Internet,Noida,Helion Ventures,Private Equity,0.0
3410,27/04/2016,RailYatri,Consumer Internet,Noida,Omidyar Networks,Private Equity,0.0
3411,27/04/2016,RailYatri,Consumer Internet,Noida,Blume Ventures,Private Equity,0.0
3412,27/04/2016,ICHR,Consumer Internet,New Delhi,Undisclosed,Seed Funding,450000.0
3413,27/04/2016,Murgency,Consumer Internet,Mumbai,Axilor Ventures,Private Equity,0.0
3414,28/04/2016,The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000.0
3415,28/04/2016,DocsApp,Consumer Internet,Bangalore,Rebright Partners,Private Equity,1200000.0
3416,28/04/2016,DocsApp,Consumer Internet,Bangalore,Anand Rajaraman,Private Equity,1200000.0
3417,28/04/2016,DocsApp,Consumer Internet,Bangalore,Venky Harinarayan,Private Equity,1200000.0
3418,29/04/2016,Impact Guru,Consumer Internet,Mumbai,RB Investments,Seed Funding,500000.0
3419,29/04/2016,Impact Guru,Consumer Internet,Mumbai,Fundnel,Seed Funding,500000.0
3420,29/04/2016,LetReach,eCommerce,New Delhi,vCommission,Private Equity,100000.0
3421,01/03/2016,DriveU,Consumer Internet,Bangalore,Unitus Seed Fund,Seed Funding,0.0
3422,01/03/2016,Gympik,Consumer Internet,Bangalore,RoundGlass Partners,Private Equity,0.0
3423,01/03/2016,Testbook,Consumer Internet,Mumbai,S Chand & Co,Private Equity,0.0
3424,01/03/2016,IQlect,Technology,Bangalore,Lip-Bu Tan,Private Equity,0.0
3425,01/03/2016,IQlect,Technology,Bangalore,Michael Marks,Private Equity,0.0
3426,01/03/2016,IQlect,Technology,Bangalore,Nicolas Braithwaite,Private Equity,0.0
3427,02/03/2016,MoMark,Consumer Internet,Noida,YourNest Angel Fund,Private Equity,600000.0
3428,02/03/2016,Skedool,Consumer Internet,Seattle,Kludein LLC\\nPhanindra Sama,Seed Funding,0.0
3429,02/03/2016,Skedool,Consumer Internet,Seattle,Narayan Ramachandran,Seed Funding,0.0
3430,02/03/2016,Skedool,Consumer Internet,Seattle,Pranav Pai,Seed Funding,0.0
3431,02/03/2016,Systemantics,Technology,Bangalore,Nandan Nilekani,Private Equity,1400000.0
3432,02/03/2016,Systemantics,Technology,Bangalore,Accel Partners,Private Equity,1400000.0
3433,03/03/2016,Vertuals,Technology,Mumbai,Dino Morea,Seed Funding,0.0
3434,03/03/2016,Imarticus Learning,Education,Mumbai,Blinc Advisors,Private Equity,1000000.0
3435,03/03/2016,Imarticus Learning,Education,Mumbai,Amit Nanavati,Private Equity,1000000.0
3436,03/03/2016,Imarticus Learning,Education,Mumbai,Tashwinder Singh,Private Equity,1000000.0
3437,03/03/2016,Imarticus Learning,Education,Mumbai,Taranjit Jaswal,Private Equity,1000000.0
3438,03/03/2016,Imarticus Learning,Education,Mumbai,Amit Khanna,Private Equity,1000000.0
3439,03/03/2016,Shouut,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,500000.0
3440,04/03/2016,TinyStep,Consumer Internet,Bangalore,Matt Glickman,Private Equity,0.0
3441,04/03/2016,Aahaa,ECommerce,Chennai,YourNest Angel Fund,Private Equity,1000000.0
3443,04/03/2016,Arcatron Mobility,Technology,Pune,Sudhir Mehta,Seed Funding,0.0
3444,04/03/2016,Arcatron Mobility,Technology,Pune,Anoop Hingorani,Seed Funding,0.0
3445,04/03/2016,FTCash,Consumer Internet,Kolkata,IvyCap Ventures,Seed Funding,150000.0
3446,04/03/2016,Civilsdaily,Consumer Internet,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,0.0
3447,04/03/2016,Zappka,Consumer Internet,Gurgaon,Daman Soni,Seed Funding,100000.0
3448,04/03/2016,Zappka,Consumer Internet,Gurgaon,Rajat Gupta & Others,Seed Funding,100000.0
3449,04/03/2016,Tarusa World,ECommerce,Mumbai,Mohit Gulati,Seed Funding,0.0
3450,04/03/2016,medECUBE,Healthcare,Gurgaon,Artiman Ventures,Private Equity,4000000.0
3451,07/03/2016,N.O.W,Consumer Internet,Noida,Ruchirans Jaipuria,Seed Funding,500000.0
3452,07/03/2016,N.O.W,Consumer Internet,Noida,Anuj Sanghi,Seed Funding,500000.0
3453,07/03/2016,Ninjacart,ECommerce,Bangalore,Accel Partners,Private Equity,3000000.0
3454,07/03/2016,Ninjacart,ECommerce,Bangalore,Qualcomm Ventures,Private Equity,3000000.0
3455,07/03/2016,Ninjacart,ECommerce,Bangalore,M&S Partners,Private Equity,3000000.0
3456,07/03/2016,Ninjacart,ECommerce,Bangalore,Zop Smart,Private Equity,3000000.0
3457,07/03/2016,Reach,Consumer Internet,Bangalore,Rebright Partners,Seed Funding,500000.0
3458,07/03/2016,Reach,Consumer Internet,Bangalore,Sol Primero,Seed Funding,500000.0
3459,07/03/2016,Reach,Consumer Internet,Bangalore,Sudhir Anandarao,Seed Funding,500000.0
3460,07/03/2016,Reach,Consumer Internet,Bangalore,Ankur Warikoo,Seed Funding,500000.0
3461,07/03/2016,Reach,Consumer Internet,Bangalore,Ankur Singla,Seed Funding,500000.0
3462,07/03/2016,Vanity Cube,Consumer Internet,New Delhi,Unicorn Ventures,Seed Funding,250000.0
3463,07/03/2016,Wooplr,ECommerce,Bangalore,Naveen Tewari,Seed Funding,0.0
3464,07/03/2016,Wooplr,ECommerce,Bangalore,Abhay Singhal,Seed Funding,0.0
3465,07/03/2016,Wooplr,ECommerce,Bangalore,Amit Gupta,Seed Funding,0.0
3466,07/03/2016,Wooplr,ECommerce,Bangalore,Piyush Shah,Seed Funding,0.0
3467,07/03/2016,Wooplr,ECommerce,Bangalore,Raghunandan G,Seed Funding,0.0
3468,07/03/2016,Wooplr,ECommerce,Bangalore,Rajiv Mehta,Seed Funding,0.0
3469,07/03/2016,Medidaili,Consumer Internet,Bangalore,Undisclosed private investors,Seed Funding,100000.0
3470,08/03/2016,Finomena,Technology,New Delhi,Matrix Partners India,Private Equity,0.0
3471,08/03/2016,Cookaroo,Consumer Internet,Bangalore,Vijay Krishna Yadav,Seed Funding,0.0
3472,08/03/2016,vPhrase Analytics,Technology,Mumbai,Apoorv Ranjan Sharma,Seed Funding,0.0
3473,08/03/2016,vPhrase Analytics,Technology,Mumbai,Daud Ali  others,Seed Funding,0.0
3474,08/03/2016,LoveCycles,Consumer Internet,Bangalore,Prime Venture Partners,Seed Funding,750000.0
3475,08/03/2016,Kartrocket,ECommerce,New Delhi,Undisclosed Japanese investor,Private Equity,8000000.0
3476,08/03/2016,Kartrocket,ECommerce,New Delhi,Bertelsmann India Investments,Private Equity,8000000.0
3477,08/03/2016,Kartrocket,ECommerce,New Delhi,Nirvana Digital India Fund,Private Equity,8000000.0
3478,08/03/2016,Kartrocket,ECommerce,New Delhi,Nirvana Digital Investment Holding Co Ltd,Private Equity,8000000.0
3479,08/03/2016,Kartrocket,ECommerce,New Delhi,500 Start-Ups,Private Equity,8000000.0
3480,08/03/2016,dunzo,Consumer Internet,Bangalore,Aspada Investment Advisors,Seed Funding,650000.0
3481,08/03/2016,dunzo,Consumer Internet,Bangalore,Blume Ventures.,Seed Funding,650000.0
3482,09/03/2016,Indiamart,ECommerce,Noida,Amadeus Capital,Private Equity,0.0
3483,09/03/2016,SmartVizX,Technology,Noida,Indian Angel Network,Seed Funding,500000.0
3484,09/03/2016,SmartVizX,Technology,Noida,Stanford Angels,Seed Funding,500000.0
3485,09/03/2016,SmartVizX,Technology,Noida,Entrepreneurs India,Seed Funding,500000.0
3486,09/03/2016,MyGubbi,Real Estate,Bangalore,Vipul Parekh,Seed Funding,2500000.0
3487,09/03/2016,MyGubbi,Real Estate,Bangalore,ajesh K Murthy,Seed Funding,2500000.0
3489,09/03/2016,Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.0
3490,09/03/2016,Cloudacar,Consumer Internet,Pune,Amit Choudhary,Seed Funding,0.0
3491,09/03/2016,Cloudacar,Consumer Internet,Pune,Anuj Puri,Seed Funding,0.0
3492,09/03/2016,Justride,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.0
3493,09/03/2016,Yana,Consumer Internet,Gurgaon,Puneet Gupta,Seed Funding,0.0
3495,10/03/2016,Big Fish Ventures,Food & Beverage,New Delhi,Undisclosed investors,Private Equity,11100000.0
3496,10/03/2016,Stylflip,ECommerce,Mumbai,Raj Gala Shah,Seed Funding,0.0
3497,10/03/2016,Stylflip,ECommerce,Mumbai,Zaheer Memon,Seed Funding,0.0
3498,10/03/2016,Icertis,Technology,Pune,Ignition Partners,Private Equity,15000000.0
3499,10/03/2016,Icertis,Technology,Pune,Greycroft Partners,Private Equity,15000000.0
3500,10/03/2016,Icertis,Technology,Pune,Fidelity Growth Partners India,Private Equity,15000000.0
3501,10/03/2016,Supplified,ECommerce,New Delhi,Mohit Goel,Seed Funding,1000000.0
3502,11/03/2016,JollyFoodFellow,Technology,Ahmedabad,Janak Parikh,Seed Funding,0.0
3503,14/03/2016,PinkBlue,ECommerce,Bangalore,Hari Krishna,Seed Funding,223608.0
